Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
Q8NFF5	Homo sapiens	Metazoa	587		0	False	1
Q9UBQ5	Homo sapiens	Metazoa	218		0	False	4
Q06678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		0	False	0
P53112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341		0	False	4
Q9H5P4	Homo sapiens	Metazoa	1033		0	False	4
P09132	Homo sapiens	Metazoa	144		0	False	3
Q19087	Caenorhabditis elegans	Metazoa	470		0	False	3
O76054	Homo sapiens	Metazoa	403		0	False	1
Q8BKC5	Mus musculus	Metazoa	1097		0	False	2
Q8I266	Plasmodium falciparum (isolate 3D7)	Other	1470		0	True	3
C8KI33	Arabidopsis thaliana	Viridiplantae	646		0	False	2
Q9SM44	Spinacia oleracea	Viridiplantae	522		0	False	2
Q9BZV1	Homo sapiens	Metazoa	441		0	False	3
P56378	Homo sapiens	Metazoa	58		0	True	1
Q9VEB4	Drosophila melanogaster	Metazoa	560		0	False	4
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		0	False	1
Q9NX46	Homo sapiens	Metazoa	363		0	False	4
P79015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		0	False	2
P32843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	850		0	False	4
A0A0A6YY25	Mus musculus	Metazoa	723		0	False	0
Q8GUL2	Arabidopsis thaliana	Viridiplantae	958		0	False	2
Q5PT50	Rattus norvegicus	Metazoa	340		0	True	0
Q02775	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		0	False	3
Q7YZH1	Drosophila melanogaster	Metazoa	3241		0	False	1
P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		0	False	1
P47140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	False	3
O13563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		0	False	0
P06786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1428		0	False	2
Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577		0	True	3
P09440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	975		0	False	4
Q99679	Homo sapiens	Metazoa	349		0	True	2
A9LNK9	Arabidopsis thaliana	Viridiplantae	631		0	False	0
O43909	Homo sapiens	Metazoa	919		0	True	4
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492		0	False	1
Q9UU79	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	260		0	False	0
Q9VJN5	Drosophila melanogaster	Metazoa	470		0	False	1
Q5ZEP9	Caenorhabditis elegans	Metazoa	281		0	False	2
Q9GZS3	Homo sapiens	Metazoa	305		0	False	2
Q03323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	4
Q9Z110	Mus musculus	Metazoa	795		0	False	2
Q9SR62	Arabidopsis thaliana	Viridiplantae	309		0	False	1
H2L006	Caenorhabditis elegans	Metazoa	451		0	True	4
P53620	Bos taurus	Metazoa	874		0	False	0
P83213	Bolinus brandaris	Metazoa	54		0	False	0
Q94AI4	Arabidopsis thaliana	Viridiplantae	775		0	False	1
Q99LC3	Mus musculus	Metazoa	355		0	False	1
Q9Y275	Homo sapiens	Metazoa	285		0	True	2
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656		0	False	4
Q86UV5	Homo sapiens	Metazoa	1035		0	False	0
Q08509	Mus musculus	Metazoa	821		0	False	2
Q9H7D7	Homo sapiens	Metazoa	661		0	False	0
Q92934	Homo sapiens	Metazoa	168		0	False	0
O75081	Homo sapiens	Metazoa	653		0	False	4
Q00899	Mus musculus	Metazoa	414		0	False	4
Q76LB1	Triticum aestivum	Viridiplantae	459		0	True	2
P13275	Scyliorhinus canicula	Metazoa	87		0	False	4
Q9P790	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	316		0	False	1
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False	4
P41247	Homo sapiens	Metazoa	253		0	False	2
Q08050	Homo sapiens	Metazoa	763		0	False	2
Q80XX4	Rattus norvegicus	Metazoa	82		0	False	3
P22697	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	False	4
Q96L08	Homo sapiens	Metazoa	255		0	False	4
Q9UM07	Homo sapiens	Metazoa	663		0	False	1
P62806	Mus musculus	Metazoa	103		0	False	3
Q585P3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	524		0	False	4
Q5RI15	Homo sapiens	Metazoa	118		0	True	1
O42978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	80		0	False	1
Q19404	Caenorhabditis elegans	Metazoa	442		0	False	1
Q8BZ97	Mus musculus	Metazoa	688		0	False	2
P33201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236		0	False	0
Q2M1K9	Homo sapiens	Metazoa	1284		0	False	0
Q8H7F6	Arabidopsis thaliana	Viridiplantae	293		0	False	1
O43482	Homo sapiens	Metazoa	229		0	False	1
Q12036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173		0	False	4
Q810F1	Cavia porcellus	Metazoa	705		0	True	3
Q96CJ1	Homo sapiens	Metazoa	260		0	False	2
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390		0	False	0
Q923B3	Mus musculus	Metazoa	828		0	False	2
O43008	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		0	False	3
Q9BTF0	Homo sapiens	Metazoa	503		0	False	2
P23255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1407		0	False	0
O94397	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344		0	False	4
Q8N668	Homo sapiens	Metazoa	190		0	False	4
P62854	Homo sapiens	Metazoa	115		0	False	3
Q9FH37	Arabidopsis thaliana	Viridiplantae	234		0	False	2
Q96SQ7	Homo sapiens	Metazoa	321		0	False	3
Q5FWP4	Xenopus laevis	Metazoa	625		0	False	2
Q96PE3	Homo sapiens	Metazoa	977		0	False	3
P22058	Drosophila melanogaster	Metazoa	355		0	False	4
Q86VP6	Homo sapiens	Metazoa	1230		0	False	0
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119		0	False	0
Q0WVH0	Arabidopsis thaliana	Viridiplantae	594		0	False	0
P33897	Homo sapiens	Metazoa	745		0	False	4
Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64		0	False	2
Q94234	Caenorhabditis elegans	Metazoa	204		0	False	2
P81183	Mus musculus	Metazoa	526		0	False	2
Q12262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	181		0	False	4
Q02040	Homo sapiens	Metazoa	695		0	False	2
Q8NHV9	Homo sapiens	Metazoa	184		0	False	4
Q6NVU6	Homo sapiens	Metazoa	218		0	False	4
P34122	Dictyostelium discoideum	Other	287		0	False	0
Q96S99	Homo sapiens	Metazoa	279		0	False	0
F6VAN0	Mus musculus	Metazoa	656		0	False	1
P28007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		0	False	3
Q2V3L3	Arabidopsis thaliana	Viridiplantae	387		0	False	0
Q5JPH6	Homo sapiens	Metazoa	523		0	False	4
P32505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525		0	False	0
Q94521	Drosophila melanogaster	Metazoa	275		0	False	3
C0HM98	Homo sapiens	Metazoa	186		0	False	4
O74796	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		0	False	2
Q8BUE4	Mus musculus	Metazoa	373		0	True	3
Q9FFH0	Arabidopsis thaliana	Viridiplantae	386		0	False	1
O00910	Dictyostelium discoideum	Other	707		0	False	2
P97411	Mus musculus	Metazoa	478		0	False	1
P32354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	571		0	False	0
O13702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450		0	False	1
Q8I8U7	Drosophila melanogaster	Metazoa	3790		0	False	0
P20000	Bos taurus	Metazoa	520		0	False	4
A2XFC1	Oryza sativa subsp. indica	Viridiplantae	442		0	False	3
P01583	Homo sapiens	Metazoa	271		0	False	3
Q93654	Caenorhabditis elegans	Metazoa	245		0	False	2
Q6I9Y2	Homo sapiens	Metazoa	204		0	False	2
Q76KJ5	Mus musculus	Metazoa	399		0	False	4
Q8I4V8	Plasmodium falciparum (isolate 3D7)	Other	304		0	False	3
D4A3U0	Rattus norvegicus	Metazoa	432		0	True	2
P25379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	False	2
Q86VP3	Homo sapiens	Metazoa	889		0	False	1
P38242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		0	True	0
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384		0	False	1
Q5I2A0	Mus musculus	Metazoa	440		0	False	4
Q949Q5	Arabidopsis thaliana	Viridiplantae	140		0	True	2
Q9FVU9	Arabidopsis thaliana	Viridiplantae	358		0	False	0
O08564	Rattus norvegicus	Metazoa	282		0	True	0
P25043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		0	False	0
P40096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	142		0	False	4
Q5TA50	Homo sapiens	Metazoa	214		0	False	3
P07390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489		0	False	1
Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274		0	False	2
Q3E7C1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72		0	False	3
Q7KTX8	Drosophila melanogaster	Metazoa	2618		0	False	2
Q24143	Drosophila melanogaster	Metazoa	723		0	False	2
P53051	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	589		0	False	2
Q9NSA0	Homo sapiens	Metazoa	550		0	True	4
Q6I621	Oryza sativa subsp. japonica	Viridiplantae	510		0	False	2
P40528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		0	False	0
P90994	Caenorhabditis elegans	Metazoa	187		0	False	1
H2QII6	Pan troglodytes	Metazoa	3224		0	False	3
O94248	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717		0	False	3
Q7JM44	Caenorhabditis elegans	Metazoa	2242		0	False	3
G5EEG1	Caenorhabditis elegans	Metazoa	482		0	False	0
P14868	Homo sapiens	Metazoa	501		0	False	2
Q6ZN18	Homo sapiens	Metazoa	517		0	False	1
Q9V452	Drosophila melanogaster	Metazoa	140		0	False	2
Q9CRB9	Mus musculus	Metazoa	227		0	False	3
Q23045	Caenorhabditis elegans	Metazoa	470		0	False	1
Q06494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		0	False	2
Q9FFH1	Arabidopsis thaliana	Viridiplantae	1694		0	False	3
P46062	Mus musculus	Metazoa	1037		0	False	1
Q9NZD8	Homo sapiens	Metazoa	308		0	False	3
P39943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		0	False	0
Q76FK4	Homo sapiens	Metazoa	1167		0	False	3
Q24167	Drosophila melanogaster	Metazoa	1507		0	False	3
Q7XHR2	Oryza sativa subsp. japonica	Viridiplantae	927		0	False	3
Q9W0K4	Drosophila melanogaster	Metazoa	1067		0	False	2
Q5XG73	Mus musculus	Metazoa	508		0	False	4
Q6S5G3	Arabidopsis thaliana	Viridiplantae	793		0	False	1
Q91YI1	Mus musculus	Metazoa	516		0	False	2
Q9N425	Caenorhabditis elegans	Metazoa	501		0	False	3
P06454	Homo sapiens	Metazoa	111		0	False	2
Q8IS98	Crithidia fasciculata	Other	134		0	False	4
G5EG86	Caenorhabditis elegans	Metazoa	394		0	False	3
Q06184	Euplotes crassus	Other	446		0	False	0
Q8NFT6	Homo sapiens	Metazoa	615		0	False	4
Q84W56	Arabidopsis thaliana	Viridiplantae	911		0	False	2
Q9BQ87	Homo sapiens	Metazoa	522		0	False	1
Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263		0	False	3
Q9SA52	Arabidopsis thaliana	Viridiplantae	378		0	False	4
Q64318	Mus musculus	Metazoa	1117		0	False	3
P52927	Mus musculus	Metazoa	108		0	False	3
P57744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87		0	False	2
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316		0	False	3
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		0	False	1
Q9XIN0	Arabidopsis thaliana	Viridiplantae	650		0	False	3
P70669	Mus musculus	Metazoa	749		0	True	3
Q10200	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		0	False	4
Q96AE7	Homo sapiens	Metazoa	1141		0	False	4
G5EG44	Caenorhabditis elegans	Metazoa	281		0	False	2
P78953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		0	False	1
P07703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335		0	False	4
P36523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253		0	False	2
Q9ER99	Mus musculus	Metazoa	582		0	False	4
Q12768	Homo sapiens	Metazoa	1159		0	False	4
Q9Y3C4	Homo sapiens	Metazoa	175		0	False	1
O42998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1919		0	False	3
P24311	Homo sapiens	Metazoa	80		0	True	1
Q8W234	Arabidopsis thaliana	Viridiplantae	877		0	False	1
Q5SWZ9	Mus musculus	Metazoa	221		0	True	0
P43449	Gallus gallus	Metazoa	395		0	False	4
Q9LES4	Arabidopsis thaliana	Viridiplantae	483		0	False	4
P70169	Mus musculus	Metazoa	412		0	False	0
Q6IPR1	Homo sapiens	Metazoa	90		0	False	2
O43913	Homo sapiens	Metazoa	435		0	False	3
Q6K9U2	Oryza sativa subsp. japonica	Viridiplantae	279		0	False	3
Q9BTV5	Homo sapiens	Metazoa	496		0	False	4
Q75QN2	Homo sapiens	Metazoa	995		0	False	3
Q66JZ4	Mus musculus	Metazoa	499		0	False	1
Q96QC0	Homo sapiens	Metazoa	940		0	False	0
P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		0	False	1
Q96F07	Homo sapiens	Metazoa	1278		0	False	2
Q86VE9	Homo sapiens	Metazoa	423		0	True	3
Q21446	Caenorhabditis elegans	Metazoa	539		0	False	0
P22009	Candida tropicalis	Fungi	127		0	False	4
Q9H777	Homo sapiens	Metazoa	363		0	False	3
Q94K75	Arabidopsis thaliana	Viridiplantae	401		0	False	3
G5EDM7	Caenorhabditis elegans	Metazoa	627		0	False	3
P87297	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	90		0	False	2
P60709	Homo sapiens	Metazoa	375		0	False	3
Q96PZ2	Homo sapiens	Metazoa	611		0	False	2
P20676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1076		0	False	1
Q9UTH0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1162		0	False	4
Q08470	Drosophila pseudoobscura pseudoobscura	Metazoa	1166		0	False	3
Q96SB8	Homo sapiens	Metazoa	1091		0	False	2
Q9NR90	Homo sapiens	Metazoa	486		0	False	1
P52566	Homo sapiens	Metazoa	201		0	False	0
Q8NAV1	Homo sapiens	Metazoa	312		0	False	0
Q9VGA4	Drosophila melanogaster	Metazoa	1169		0	False	2
Q9Y371	Homo sapiens	Metazoa	365		0	False	1
Q3SZC1	Bos taurus	Metazoa	217		0	False	3
Q18490	Caenorhabditis elegans	Metazoa	142		0	False	2
O43013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533		0	False	2
P10156	Tetrahymena thermophila (strain SB210)	Other	164		0	False	0
Q337M4	Oryza sativa subsp. japonica	Viridiplantae	364		0	False	1
O94826	Homo sapiens	Metazoa	608		0	True	3
P32380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944		0	False	0
Q9C9M6	Arabidopsis thaliana	Viridiplantae	196		0	False	4
Q68DX3	Homo sapiens	Metazoa	1309		0	False	0
Q15642	Homo sapiens	Metazoa	601		0	False	1
F4J7T2	Arabidopsis thaliana	Viridiplantae	1907		0	False	0
Q65ZG8	Caenorhabditis elegans	Metazoa	597		0	False	1
Q96HJ9	Homo sapiens	Metazoa	113		0	False	2
Q10067	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	690		0	False	1
Q68DD2	Homo sapiens	Metazoa	849		0	False	4
Q5EBL4	Homo sapiens	Metazoa	403		0	False	0
Q96IZ2	Homo sapiens	Metazoa	230		0	True	1
Q6TEC1	Xenopus laevis	Metazoa	212		0	False	0
Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916		0	False	1
Q14146	Homo sapiens	Metazoa	1524		0	False	2
P48985	Mus musculus	Metazoa	351		0	False	0
Q9NZE8	Homo sapiens	Metazoa	188		0	False	4
Q8K337	Mus musculus	Metazoa	993		0	False	2
Q06244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		0	False	4
Q60560	Mesocricetus auratus	Metazoa	989		0	False	2
O42666	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243		0	False	0
P05435	Spinacia oleracea	Viridiplantae	364		0	False	1
P35435	Rattus norvegicus	Metazoa	273		0	False	1
O08573	Mus musculus	Metazoa	353		0	False	2
Q9VE04	Drosophila melanogaster	Metazoa	107		0	False	4
Q9CQ54	Mus musculus	Metazoa	120		0	True	0
Q9WVS6	Mus musculus	Metazoa	464		0	False	4
Q9FFS4	Arabidopsis thaliana	Viridiplantae	101		0	False	4
Q6UVM4	Rattus norvegicus	Metazoa	1142		0	True	4
Q15428	Homo sapiens	Metazoa	464		0	False	4
P38326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		0	False	3
Q9EQ28	Mus musculus	Metazoa	462		0	False	1
Q03533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586		0	False	4
Q6IUP1	Mus musculus	Metazoa	357		0	False	0
Q86TV6	Homo sapiens	Metazoa	843		0	False	0
Q80SU7	Mus musculus	Metazoa	2427		0	False	0
P09932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586		0	False	1
Q90Z72	Gallus gallus	Metazoa	458		0	False	2
Q9FFF4	Arabidopsis thaliana	Viridiplantae	477		0	False	1
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206		0	False	3
Q9SMS0	Arabidopsis thaliana	Viridiplantae	249		0	False	3
O60936	Homo sapiens	Metazoa	208		0	False	3
O94428	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115		0	False	0
Q9SAH8	Arabidopsis thaliana	Viridiplantae	532		0	True	2
Q17RH7	Homo sapiens	Metazoa	139		0	False	0
Q8LIY8	Oryza sativa subsp. japonica	Viridiplantae	569		0	False	1
Q9LS90	Arabidopsis thaliana	Viridiplantae	460		0	False	3
A1A6M1	Arabidopsis thaliana	Viridiplantae	387		0	False	0
Q86BY9	Drosophila melanogaster	Metazoa	1235		0	False	3
Q96KM6	Homo sapiens	Metazoa	892		0	False	4
P40467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964		0	False	2
A3R064	Gallus gallus	Metazoa	426		0	False	4
Q9TYY7	Caenorhabditis elegans	Metazoa	478		0	True	2
Q7K4M4	Drosophila melanogaster	Metazoa	649		0	False	4
Q9QZA2	Rattus norvegicus	Metazoa	873		0	False	1
Q9NXW2	Homo sapiens	Metazoa	375		0	False	3
Q17604	Caenorhabditis elegans	Metazoa	161		0	False	3
Q00055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391		0	False	4
P14064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		0	False	0
Q01664	Homo sapiens	Metazoa	338		0	False	0
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	4
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736		0	False	3
P42073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	533		0	False	1
Q8H0U4	Arabidopsis thaliana	Viridiplantae	891		0	False	1
O76075	Homo sapiens	Metazoa	338		0	False	1
O43504	Homo sapiens	Metazoa	91		0	False	1
Q9CZX7	Mus musculus	Metazoa	257		0	False	0
Q9LRI8	Spinacia oleracea	Viridiplantae	562		0	False	1
Q9P6I9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	618		0	False	1
P97521	Rattus norvegicus	Metazoa	301		0	True	2
Q8IUR6	Homo sapiens	Metazoa	639		0	False	4
Q69XJ0	Oryza sativa subsp. japonica	Viridiplantae	295		0	False	4
Q584U2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	267		0	False	4
P52503	Mus musculus	Metazoa	116		0	False	2
P56778	Arabidopsis thaliana	Viridiplantae	473		0	True	1
Q7TP54	Rattus norvegicus	Metazoa	1310		0	False	2
Q55GF9	Dictyostelium discoideum	Other	1320		0	False	3
Q9SRY4	Arabidopsis thaliana	Viridiplantae	453		0	False	2
P82412	Spinacia oleracea	Viridiplantae	179		0	False	0
Q04110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302		0	False	0
Q9GZL7	Homo sapiens	Metazoa	423		0	False	3
Q9FLT9	Arabidopsis thaliana	Viridiplantae	259		0	True	1
Q14CX5	Homo sapiens	Metazoa	517		0	True	4
D0VWM8	Caenorhabditis elegans	Metazoa	414		0	False	3
P38755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437		0	False	3
Q9UQC2	Homo sapiens	Metazoa	676		0	False	0
P11031	Mus musculus	Metazoa	127		0	False	4
Q08687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	178		0	False	2
Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		0	False	2
Q9QZ59	Mus musculus	Metazoa	374		0	False	4
Q8VDF2	Mus musculus	Metazoa	782		0	False	2
D2K8N5	Nicotiana benthamiana	Viridiplantae	403		0	False	0
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077		0	False	2
P82180	Spinacia oleracea	Viridiplantae	196		0	False	4
Q8VYU8	Arabidopsis thaliana	Viridiplantae	396		0	False	0
P29144	Homo sapiens	Metazoa	1249		0	False	2
O70404	Mus musculus	Metazoa	101		0	True	4
Q09666	Homo sapiens	Metazoa	5890		0	False	2
P22217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	103		0	False	3
Q86W42	Homo sapiens	Metazoa	341		0	False	3
Q18412	Caenorhabditis elegans	Metazoa	309		0	False	4
Q8IYL3	Homo sapiens	Metazoa	243		0	False	0
K4PW38	Oryza sativa subsp. japonica	Viridiplantae	458		0	False	0
Q9GTP5	Crithidia fasciculata	Other	497		0	True	4
Q2HJF1	Bos taurus	Metazoa	112		0	False	0
P18289	Drosophila melanogaster	Metazoa	289		0	False	2
Q9LRZ3	Arabidopsis thaliana	Viridiplantae	641		0	False	0
P07910	Homo sapiens	Metazoa	306		0	False	3
Q96JM3	Homo sapiens	Metazoa	812		0	False	3
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		0	False	3
O95926	Homo sapiens	Metazoa	243		0	False	0
P25028	Drosophila melanogaster	Metazoa	696		0	False	1
Q9FVR6	Arabidopsis thaliana	Viridiplantae	296		0	False	1
Q9UBH6	Homo sapiens	Metazoa	696		0	False	4
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931		0	False	4
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538		0	True	2
V5ILE0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	428		0	False	3
P15919	Mus musculus	Metazoa	1040		0	False	1
Q08831	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	523		0	False	4
Q96FF9	Homo sapiens	Metazoa	252		0	False	2
G5EEC5	Caenorhabditis elegans	Metazoa	414		0	False	1
P25576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258		0	False	0
Q9WVM1	Mus musculus	Metazoa	628		0	False	0
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335		0	False	3
Q8L7Z0	Arabidopsis thaliana	Viridiplantae	720		0	True	0
Q93YQ3	Arabidopsis thaliana	Viridiplantae	323		0	False	1
O13744	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	259		0	False	3
Q96N21	Homo sapiens	Metazoa	525		0	False	0
Q7XI96	Oryza sativa subsp. japonica	Viridiplantae	298		0	False	4
Q96RL1	Homo sapiens	Metazoa	719		0	False	2
Q8IWA0	Homo sapiens	Metazoa	830		0	False	2
P51175	Mus musculus	Metazoa	477		0	False	4
Q96T49	Homo sapiens	Metazoa	567		0	False	4
Q9USX3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	406		0	False	1
P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		0	False	4
P36531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False	3
Q12955	Homo sapiens	Metazoa	4377		0	False	3
Q8VYJ1	Arabidopsis thaliana	Viridiplantae	560		0	True	1
W7MAT5	Gibberella moniliformis (strain M3125 / FGSC 7600)	Fungi	574		0	True	0
O22265	Arabidopsis thaliana	Viridiplantae	373		0	False	0
P32800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	True	4
Q53R41	Homo sapiens	Metazoa	847		0	False	2
Q6X7J9	Arabidopsis thaliana	Viridiplantae	251		0	False	4
P79071	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195		0	False	2
Q5ABU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	564		0	False	0
O60127	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		0	False	1
Q9U3F4	Caenorhabditis elegans	Metazoa	603		0	False	4
Q15560	Homo sapiens	Metazoa	299		0	False	0
P22071	Rattus norvegicus	Metazoa	373		0	False	3
A8MZ59	Homo sapiens	Metazoa	198		0	False	0
P43686	Homo sapiens	Metazoa	418		0	False	1
D3ZX63	Rattus norvegicus	Metazoa	334		0	False	1
O02351	Antheraea polyphemus	Metazoa	525		0	True	0
Q99615	Homo sapiens	Metazoa	494		0	False	0
Q9AUE0	Arabidopsis thaliana	Viridiplantae	1950		0	False	2
P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883		0	False	1
C6TA59	Glycine max	Viridiplantae	214		0	False	1
Q9Y7U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878		0	False	1
